Gene	WT-1_FPKM	WT-2_FPKM	Toluene-1_FPKM	Toluene-2_FPKM
LOC110651011	6.86	6.81	2.52	2.68
LOC110651019	0.0	0.27	1.0	0.28
LOC110651046	5.9	6.47	4.2	6.44
LOC110651150	3.54	4.12	1.34	3.41
LOC110651188	41.39	41.83	22.4	42.04
LOC110651368	10.87	10.98	1.7	3.34
LOC110651491	34.9	39.51	24.39	42.21
LOC110651511	14.77	16.55	13.7	18.45
LOC110651837	6.03	6.79	4.79	7.8
LOC110651865	0.19	0.12	0.12	0.26
LOC110651916	7.49	8.27	7.14	10.32
LOC110652169	17.4	16.68	7.32	11.09
LOC110652282	0.09	0.08	0.0	0.09
LOC110652288	26.58	26.32	14.64	23.45
LOC110652381	0.0	2.74	2.92	3.28
LOC110652583	126.78	123.5	152.69	169.3
LOC110652595	7.22	6.71	5.0	8.17
LOC110652807	87.97	88.88	17.48	31.76
LOC110652967	0.06	0.0	0.1	0.17
LOC110652994	11.35	10.34	4.4	6.45
LOC110653329	12.04	11.79	7.86	11.88
LOC110653711	5.74	5.65	1.71	4.21
LOC110653815	1.7550000000000001	1.985	1.225	2.5300000000000002
LOC110653860	6.51	7.14	3.03	4.91
LOC110654023	12.75	15.33	6.75	8.68
LOC110654063	13.98	14.33	10.69	16.62
LOC110654121	1.41	1.89	1.07	1.46
LOC110654406	4.74	4.18	4.99	6.21
LOC110654408	3.93	3.04	3.27	5.62
LOC110654563	1.74	2.34	1.51	2.22
LOC110654642	11.42	12.98	7.11	12.31
LOC110655087	20.59	25.61	11.54	22.52
LOC110655113	0.45	0.24	0.06	0.3
LOC110655225	9.23	9.21	8.27	13.07
LOC110655295	3.3	3.89	2.53	4.42
LOC110655348	9.98	12.52	8.93	12.03
LOC110655565	1.15	1.42	0.99	1.61
LOC110655619	2.06	2.13	2.66	4.02
LOC110655621	4.33	4.94	2.32	4.24
LOC110655649	16.75	14.89	9.39	15.53
LOC110655797	3.96	3.96	1.83	3.62
LOC110655896	36.48	36.87	27.52	49.61
LOC110655988	14.56	12.75	8.04	13.81
LOC110656014	13.2	13.73	10.97	16.49
LOC110656058	0.24	0.08	0.12	0.5
LOC110656115	11.05	11.66	9.99	17.83
LOC110656145	31.7	33.29	21.32	36.87
LOC110656317	0.0	0.0	0.18	0.2
LOC110656390	2.43	2.74	1.41	3.03
LOC110656749	0.32	0.2	0.07	0.26
LOC110656755	0.91	1.42	1.38	1.45
LOC110656756	3.36	3.57	1.68	3.33
LOC110656759	2.44	2.7	1.71	2.83
LOC110656940	1.46	1.4	2.05	2.54
LOC110657023	3.03	2.76	3.66	5.81
LOC110657152	1.62	1.89	0.63	1.79
LOC110657168	85.41	91.52	44.26	68.65
LOC110657268	13.0	11.46	6.84	13.23
LOC110657354	0.0	0.14	0.33	0.3
LOC110657512	9.17	9.62	3.77	5.96
LOC110657572	20.89	20.85	8.52	18.73
LOC110657825	1.64	1.79	1.25	2.13
LOC110658026	7.87	8.42	4.42	6.1
LOC110658070	2.99	3.16	3.58	4.15
LOC110658073	27.42	27.75	20.67	29.45
LOC110658102	2.01	2.51	1.85	2.74
LOC110658113	0.0	0.8	0.0	0.0
LOC110658273	0.5	0.34	0.33	0.21
LOC110658567	0.07	0.12	0.0	0.13
LOC110658720	22.63	26.78	16.71	26.85
LOC110658757	10.55	13.24	15.34	23.99
LOC110658796	0.23	0.41	0.0	0.22
LOC110658941	40.64	44.49	33.9	54.38
LOC110658983	0.52	0.73	0.39	0.61
LOC110659081	0.0	0.39	0.15	0.25
LOC110659091	0.0	0.0	0.0	0.0
LOC110659156	2.76	2.67	2.07	2.35
LOC110659220	2.38	2.53	1.34	2.65
LOC110659227	18.32	22.45	19.08	27.83
LOC110659274	0.16	0.41	0.3	0.63
LOC110659285	10.69	12.89	6.59	12.63
LOC110659423	13.36	16.7	8.48	16.67
LOC110659431	1.19	0.8	0.0	0.28
LOC110659487	8.86	9.52	8.38	11.08
LOC110659703	0.73	0.9	2.32	2.78
LOC110659715	0.0	0.0	0.3	0.68
LOC110659906	10.41	11.36	5.59	10.85
LOC110659948	1.47	1.91	1.18	2.24
LOC110660007	85.07	90.25	74.55	101.22
LOC110660169	38.09	41.9	27.4	42.42
LOC110660277	17.74	18.67	9.53	18.18
LOC110660319	10.53	10.63	6.29	9.97
LOC110660366	14.71	15.8	12.98	21.28
LOC110660545	4.32	4.52	0.49	4.81
LOC110660588	15.41	16.76	3.45	5.3
LOC110660606	0.6	0.78	0.47	0.81
LOC110660623	73.88	74.43	55.39	84.18
LOC110660642	0.51	0.79	0.0	0.0
LOC110660656	125.37	140.06	201.1	253.27
LOC110660669	11.26	9.7	6.9	10.43
LOC110660816	0.51	0.59	0.44	0.87
LOC110660930	51.15	61.08	49.78	62.91
LOC110661041	0.3	0.3	0.07	0.18
LOC110661072	1.11	0.97	0.46	0.79
LOC110661121	19.86	18.47	11.22	19.39
LOC110661249	31.55	34.53	19.63	32.85
LOC110661431	0.95	0.64	0.69	1.15
LOC110661570	0.74	0.71	0.31	0.6
LOC110661705	5.48	6.34	4.98	8.59
LOC110661818	0.65	0.86	0.36	0.57
LOC110661841	3.13	3.71	1.6	3.25
LOC110661848	29.1	29.5	31.64	35.96
LOC110661851	29.57	28.59	24.72	43.07
LOC110661883	0.33	0.25	0.25	0.31
LOC110661991	4.68	5.74	4.19	6.63
LOC110662122	32.99	31.59	16.12	28.6
LOC110662146	3.04	2.43	4.91	6.23
LOC110662181	14.79	15.91	10.84	20.17
LOC110662212	0.99	1.33	1.24	1.39
LOC110662229	14.95	19.77	26.78	40.64
LOC110662244	0.5	0.47	0.19	0.41
LOC110662256	4.62	5.4	3.04	5.0
LOC110662261	5.72	6.93	5.43	7.46
LOC110662326	67.97	67.8	51.57	76.49
LOC110662453	9.22	8.8	5.1	10.55
LOC110662460	15.09	15.58	8.24	12.17
LOC110662593	17.51	18.4	15.13	24.9
LOC110662599	19.34	21.74	9.16	20.56
LOC110662829	58.05	81.45	57.98	76.37
LOC110663020	0.0	0.0	0.73	0.41
LOC110663032	2.88	3.05	1.3	2.76
LOC110663082	3.03	3.09	1.42	3.41
LOC110663093	2.03	2.02	1.33	2.26
LOC110663207	51.01	56.32	50.28	68.76
LOC110663290	0.5	0.45	0.84	0.0
LOC110663331	10.11	12.2	7.49	12.44
LOC110663450	6.02	6.29	3.48	8.18
LOC110663567	9.07	8.96	9.11	17.69
LOC110663570	107.51	111.76	42.56	66.66
LOC110663618	76.66	79.21	68.28	95.64
LOC110663660	1.53	2.05	1.07	1.69
LOC110663667	0.49	0.45	0.4	0.54
LOC110663677	549.93	629.48	359.35	573.31
LOC110663710	6.5	6.49	2.75	5.21
LOC110663821	161.21	161.78	61.39	80.67
LOC110663827	4.5	4.67	3.33	5.71
LOC110663864	1.46	1.56	1.41	2.19
LOC110663885	2.75	2.57	2.66	3.43
LOC110663929	1.45	1.45	2.32	3.03
LOC110664089	28.77	32.14	18.07	22.48
LOC110664198	2.26	2.0	1.41	2.74
LOC110664255	8.32	9.8	8.55	11.7
LOC110664302	2.09	2.15	1.49	2.37
LOC110664314	39.2	38.44	17.7	24.62
LOC110664344	49.49	52.29	31.39	42.48
LOC110664384	4.21	4.18	3.55	4.6
LOC110664473	62.18	64.01	37.68	62.85
LOC110664809	4.76	3.57	3.01	6.22
LOC110665091	16.99	19.06	8.03	16.43
LOC110665221	1.57	1.82	1.37	2.79
LOC110665276	6.93	6.48	7.22	9.08
LOC110665362	0.93	1.3	0.22	0.91
LOC110665476	4.24	4.36	2.5	5.09
LOC110665665	1.13	0.37	0.22	1.01
LOC110665688	91.49	99.27	45.09	63.68
LOC110665815	0.0	0.73	0.0	3.04
LOC110665872	81.44	93.78	82.05	87.48
LOC110666046	0.91	1.08	0.13	0.46
LOC110666122	3.66	3.82	2.06	3.79
LOC110666186	2.76	2.61	2.14	3.45
LOC110666267	0.67	0.32	1.34	1.18
LOC110666271	1.41	1.83	0.99	1.75
LOC110666352	19.64	22.63	12.87	17.66
LOC110666460	1.05	1.52	2.19	3.65
LOC110666523	0.38	0.39	0.2	0.32
LOC110666525	2.69	3.34	0.64	2.71
LOC110666596	7.35	8.47	1.89	3.66
LOC110666604	30.86	32.6	29.32	51.34
LOC110666682	6.36	7.84	8.16	10.68
LOC110666692	21.53	21.04	20.78	23.55
LOC110666788	0.94	0.95	0.32	0.66
LOC110666829	4.67	4.44	2.61	4.76
LOC110666904	3.31	5.17	3.49	6.54
LOC110667008	3.76	3.3	2.02	3.64
LOC110667190	7.53	7.01	4.1	6.81
LOC110667282	3.53	3.16	2.87	4.76
LOC110667318	19.24	20.52	10.23	22.97
LOC110667440	0.0	0.0	0.58	0.43
LOC110667448	10.64	11.35	9.6	15.45
LOC110667555	14.36	13.58	4.9	10.06
LOC110667583	32.69	32.43	13.8	20.11
LOC110667698	0.0	0.0	0.67	2.24
LOC110667709	10.13	11.9	9.6	13.68
LOC110667724	9.77	9.47	7.63	11.31
LOC110668051	2.06	0.0	0.0	1.28
LOC110668072	8.21	7.98	4.53	7.51
LOC110668107	0.66	0.58	0.0	0.38
LOC110668243	17.0	16.43	12.28	18.65
LOC110668256	10.08	9.24	17.24	19.05
LOC110668449	5.25	4.65	2.79	4.51
LOC110668506	17.54	18.58	11.45	16.28
LOC110668639	0.0	0.0	0.89	0.25
LOC110668672	4.02	5.69	3.76	6.05
LOC110668735	32.23	32.85	14.55	28.36
LOC110668953	0.71	0.89	0.48	1.19
LOC110668993	28.93	28.27	16.76	27.98
LOC110668994	0.87	0.82	0.47	1.11
LOC110669062	13.92	14.24	9.7	15.31
LOC110669113	5.47	6.13	6.01	6.63
LOC110669198	3.98	4.43	2.41	3.67
LOC110669241	23.84	24.32	19.51	33.7
LOC110669383	31.22	34.37	38.32	60.86
LOC110669606	4.11	3.55	2.72	5.1
LOC110669642	13.54	14.96	13.87	23.67
LOC110669817	19.55	21.87	17.59	25.62
LOC110669836	10.8	11.76	8.86	11.36
LOC110669851	47.33	51.41	36.2	44.32
LOC110669886	17.55	18.01	8.77	16.99
LOC110669931	151.37	164.09	86.88	153.23
LOC110670119	0.6	0.31	0.46	0.79
LOC110670273	0.82	0.64	0.79	0.87
LOC110670358	1.05	0.98	0.98	1.82
LOC110670471	174.89	172.12	94.89	165.67
LOC110670540	0.26	0.31	0.22	0.08
LOC110670762	139.26	135.98	157.77	202.48
LOC110670908	12.09	11.59	8.19	15.4
LOC110670915	13.92	14.6	4.71	8.3
LOC110671120	20.98	21.21	17.0	34.23
LOC110671145	7.85	9.22	2.81	8.57
LOC110671356	7.19	7.83	4.31	7.23
LOC110671366	14.1	15.41	20.05	21.36
LOC110671394	0.32	0.5	0.275	0.54
LOC110671550	6.49	7.17	3.95	7.66
LOC110671592	5.28	6.4	4.69	7.02
LOC110671638	0.94	0.77	0.99	1.5
LOC110671654	4.76	5.12	2.56	4.04
LOC110671794	5.39	5.09	2.83	4.89
LOC110671801	2.6	2.18	1.32	3.3
LOC110671822	0.19	0.0	0.11	0.36
LOC110671857	3.62	3.8	2.33	4.63
LOC110671902	13.24	13.43	9.34	12.58
LOC110671986	14.77	15.53	17.33	22.17
LOC110672016	4.03	3.96	3.03	3.9
LOC110672202	5.34	6.76	2.44	5.07
LOC110672272	55.97	65.08	56.15	68.95
LOC110672329	0.0	0.94	0.0	0.33
LOC110672479	1.11	1.06	0.89	1.51
LOC110672526	3.91	2.88	8.86	16.62
LOC110672542	7.5	7.16	5.26	9.23
LOC110672607	10.02	12.85	5.86	11.05
LOC110672684	5.2	6.47	3.68	6.28
LOC110672685	0.0	0.82	0.0	0.0
LOC110672697	25.73	24.63	18.86	30.42
LOC110673000	35.89	37.63	28.83	39.29
LOC110673041	50.37	50.6	30.65	49.35
LOC110673105	4.56	3.86	2.24	4.6
LOC110673110	0.0	0.0	0.0	0.37
LOC110673114	4.49	4.55	3.44	5.25
LOC110673201	21.92	23.15	10.56	18.6
LOC110673238	0.0	0.51	0.38	0.22
LOC110673295	12.97	13.18	4.01	8.67
LOC110673308	13.3	13.96	9.85	16.43
LOC110673462	1.02	1.1	0.51	0.97
LOC110673470	12.36	13.38	10.41	14.51
LOC110673684	1.82	2.44	1.75	3.34
LOC110673890	0.48	0.2	0.38	0.73
LOC110678734	0.0	0.0	0.36	0.0
LOC110681883	0.05	0.05	0.44	0.45
LOC110682235	3.93	4.53	1.77	2.78
LOC110683736	15.75	13.78	7.96	13.61
LOC110684150	0.285	0.245	0.065	0.075
LOC110684659	2.43	2.58	1.62	2.35
LOC110684920	12.76	8.28	5.24	11.56
LOC110686164	0.45	0.41	0.37	0.91
LOC110686626	0.77	0.81	0.59	1.4
LOC110686961	2.04	2.03	0.28	0.38
LOC110687273	4.48	4.19	1.22	2.34
LOC110688032	15.06	16.535	10.41	14.425
LOC110689674	0.51	0.13	0.0	0.14
LOC110689706	21.84	22.17	13.49	20.53
LOC110690492	96.97	106.2	69.17	100.29
LOC110691451	7.99	7.51	4.77	9.04
LOC110692563	0.08	0.07	0.28	0.5
LOC110692775	2.07	1.47	1.89	3.82
LOC110692938	5.41	5.96	4.46	9.57
LOC110693205	0.25	0.48	0.12	0.48
LOC110693580	4.56	4.6	4.19	5.72
LOC110694050	41.31	44.99	36.88	50.13
LOC110694485	0.46	0.52	0.61	1.0
LOC110695070	8.52	6.79	5.28	9.3
LOC110695910	68.94	77.54	39.23	65.48
LOC110695982	6.91	8.23	4.38	8.07
LOC110696477	10.47	10.2	8.75	10.72
LOC110697188	0.71	0.21	0.2	0.0
LOC110697234	12.36	13.3	12.51	14.6
LOC110697301	54.59	51.94	51.39	74.91
LOC110698054	0.51	0.12	0.34	0.64
LOC110698080	80.8	91.73	93.2	102.29
LOC110699155	12.51	11.63	7.94	11.57
LOC110699256	1.48	2.32	0.0	1.04
LOC110699636	1.56	2.05	2.17	3.91
LOC110700071	17.88	18.67	10.81	15.49
LOC110700250	13.85	14.31	14.77	18.52
LOC110700402	0.31	0.0	0.0	0.0
LOC110701002	0.0	0.0	0.22	0.0
LOC110702835	0.0	0.0	0.0	1.32
LOC110702939	2.21	2.29	2.41	4.4
LOC110703179	6.67	6.91	4.87	5.85
LOC110704523	0.78	0.86	0.26	0.73
LOC110705464	3.29	3.46	2.45	5.24
LOC110706336	0.1	1.19	2.19	2.95
LOC110706580	21.87	22.16	18.36	23.83
LOC110707313	0.0	0.0	0.0	0.05
LOC110707317	15.56	15.61	10.47	16.02
LOC110709165	0.97	0.66	0.63	1.32
LOC110709923	0.71	0.39	0.57	0.79
LOC110711763	0.39	0.29	0.0	0.26
LOC110712125	0.22	0.39	0.0	0.0
LOC110713513	284.08	308.92	264.88	295.28
LOC110714203	0.49	0.57	0.32	0.88
LOC110714282	0.0	1.49	0.0	0.0
LOC110715669	11.01	10.78	10.45	16.68
LOC110715797	63.95	70.87	57.25	88.11
LOC110716265	13.51	12.88	9.44	14.08
LOC110716692	2.24	2.3	1.75	3.66
LOC110717733	41.48	46.67	53.2	59.43
LOC110718083	42.41	47.76	51.94	72.08
LOC110719071	0.55	0.16	0.15	0.7
LOC110719304	9.99	10.08	5.75	9.53
LOC110719415	19.62	23.62	15.31	23.77
LOC110719651	0.91	1.17	2.05	1.96
LOC110720928	4.06	3.87	2.58	4.57
LOC110720975	33.14	37.08	26.15	38.33
LOC110721100	10.01	9.68	3.94	6.05
LOC110721577	102.85	105.36	90.54	108.09
LOC110723668	0.15	0.26	0.13	0.41
LOC110724259	0.44	0.0	0.15	0.34
LOC110724408	29.135	32.339999999999996	27.270000000000003	32.675
LOC110724684	15.55	15.29	10.04	18.33
LOC110724712	0.0	0.0	0.54	1.03
LOC110725141	0.0	0.32	0.0	0.0
LOC110727042	2.67	3.23	1.66	3.06
LOC110728391	0.38	0.32	0.08	0.18
LOC110728595	1.24	0.46	0.07	0.33
LOC110728828	0.62	0.0	0.0	0.0
LOC110728970	0.49	0.66	0.27	0.86
LOC110729103	1.24	1.83	1.35	1.35
LOC110729357	16.03	17.72	11.7	15.48
LOC110731851	0.46	0.54	0.1	0.42
LOC110732067	12.43	12.81	7.59	9.76
LOC110732450	260.27	267.24	150.49	206.78
LOC110732656	0.87	0.8	0.95	1.44
LOC110733027	0.0	0.0	0.81	0.0
LOC110733380	3.69	3.145	24.535	23.64
LOC110733543	0.0	0.98	0.74	1.27
LOC110733907	2.22	4.31	1.17	2.76
LOC110734165	0.0	0.0	0.0	0.43
LOC110734437	0.08	0.0	0.21	0.23
LOC110735006	39.66	40.0	32.1	44.88
LOC110735191	2.52	1.28	2.65	3.63
LOC110735404	31.48	36.21	8.36	25.02
LOC110736109	62.81	64.62	44.8	75.24
LOC110736275	60.86	55.51	26.98	38.62
LOC110738093	0.11	0.4	0.38	0.54
LOC110738793	8.11	8.7	6.52	9.3
LOC110739223	46.63	49.53	38.91	58.04
LOC110739470	46.57	48.86	38.42	46.2
LOC110739506	15.56	15.66	5.88	10.52
LOC110744289	8.01	8.38	6.65	9.65
LOC110744410	0.63	1.23	0.53	0.6
LOC110745396	18.07	20.29	12.67	20.65
LOC110745441	0.25	0.37	0.21	0.29
LOC110745474	23.89	27.34	22.19	32.84
LOC110745583	6.19	7.91	5.15	7.65
LOC110745851	5.73	6.49	4.88	7.83
LOC110745864	2.58	2.21	1.64	2.38
LOC110745876	7.07	10.57	3.94	8.77
LOC110745881	0.25	0.48	0.33	0.35
LOC110745882	0.56	0.57	0.29	0.74
LOC110745884	6.57	6.08	3.0	6.1
LOC110746262	0.67	0.58	0.37	0.61
LOC110746861	5.88	8.2	12.17	16.42
LOC110747011	6.06	5.82	3.69	5.29
LOC110747569	2.03	2.09	0.28	0.96
LOC110747696	90.88	92.21	77.24	97.44
LOC110747728	2.78	0.0	0.0	0.86
LOC110747746	24.24	25.74	16.39	28.91
LOC110747838	3.2	2.66	2.35	4.21
LOC110747991	2.16	2.94	3.84	4.75
LOC110748060	0.0	0.0	0.51	0.0
LOC110748677	0.0	1.41	0.0	0.0
LOC110748704	2.21	2.62	4.23	5.38
LOC110748804	12.15	13.36	5.51	12.63
LOC110748805	0.33	0.41	0.37	0.83
LOC110748885	13.27	13.1	9.15	16.35
LOC110748910	6.75	11.04	7.83	10.81
LOC110748967	64.1	66.68	46.91	80.47
LOC110748997	0.0	0.0	0.0	0.82
LOC110749157	6.4	7.73	4.81	5.9
LOC110749161	1.15	1.68	1.69	2.93
LOC110749209	0.2	0.0	0.0	0.38
LOC110749312	0.0	0.0	0.0	0.23
LOC110749370	18.79	18.26	11.06	15.04
LOC110749425	9.84	10.32	5.66	9.63
LOC110749456	1.7	1.99	1.26	2.33
LOC110749490	0.18	0.32	0.08	0.17
LOC110749528	18.66	19.76	15.44	22.72
LOC110749589	14.74	15.31	8.31	14.24
LOC110749734	12.87	11.05	10.14	15.84
LOC110749766	0.49	0.21	0.45	0.37
LOC110750004	81.21	86.52	28.87	44.96
LOC110750006	1.27	1.22	0.63	1.18
LOC110750073	13.13	13.88	7.3	12.41
LOC110750159	1.84	3.23	1.45	1.74
LOC110750305	5.17	4.28	3.49	5.77
LOC110750364	5.89	6.2	3.38	5.17
LOC110750375	45.71	44.19	23.1	37.83
LOC110750379	8.45	10.19	14.66	19.73
LOC110750525	10.72	12.5	10.73	13.54
LOC110750725	1.53	1.87	0.66	1.43
LOC110750950	17.13	17.1	9.61	18.58
LOC110750985	0.43	0.71	0.35	0.98
LOC110751086	35.2	36.23	24.76	34.12
LOC110751099	7.93	8.07	7.4	13.39
LOC110751150	49.18	51.59	25.85	41.76
LOC110751190	2.02	2.05	1.26	2.19
LOC110751249	10.7	10.51	5.85	11.38
LOC110751306	3.77	3.53	2.36	4.21
LOC110751321	14.76	17.35	13.17	23.56
LOC110751370	4.87	5.79	3.85	5.06
LOC110751550	1.63	2.18	2.46	4.67
LOC110751552	0.66	0.45	0.45	0.83
LOC110751587	1.09	0.78	0.43	1.31
LOC110751590	2.05	1.47	1.58	2.08
LOC110751731	32.68	33.81	30.87	45.8
LOC110751948	2.64	2.42	0.24	0.27
LOC110752308	3.47	3.63	3.05	5.42
LOC110752309	12.65	13.82	8.66	13.17
LOC110752314	0.11	0.15	0.16	0.24
LOC110752316	0.0	2.07	0.0	0.0
LOC110752337	0.47	0.65	0.52	0.88
LOC110752355	3.62	3.36	1.62	3.38
LOC110752621	9.14	10.6	7.15	12.1
LOC110752665	20.68	21.57	8.29	16.86
LOC110752754	2.07	2.3	1.04	1.92
LOC110752765	1.69	2.02	1.23	2.69
LOC110752828	0.5	0.3	0.44	0.69
LOC110752955	0.87	0.56	1.54	2.1
LOC110753061	3.27	3.1	3.26	5.11
LOC110753100	15.51	16.85	13.07	19.85
LOC110753494	1.2	1.45	0.6	1.04
LOC110753542	2.39	2.03	1.52	2.2
LOC110753566	1.29	1.53	1.14	2.46
LOC110753720	6.24	7.01	3.91	7.48
LOC110753761	0.25	0.35	0.04	0.33
LOC110753764	15.75	15.13	10.21	19.05
LOC110753834	1.26	1.78	1.44	3.01
LOC110753849	9.78	10.49	3.88	6.94
LOC110754087	69.94	76.95	17.06	26.65
LOC110754126	1.665	2.17	0.505	0.615
LOC110754167	0.08	0.27	0.19	0.29
LOC110754347	3.28	3.32	1.79	2.9
LOC110754376	0.88	0.75	0.41	0.7
LOC110754446	29.2	31.16	30.16	40.91
LOC110754523	8.445	9.77	6.7	10.645
LOC110754591	3.34	3.64	1.98	3.85
LOC110754596	2.72	3.05	1.49	2.59
LOC110754636	16.97	18.02	15.54	21.46
LOC110754638	8.8	8.36	6.51	9.74
LOC110754651	14.36	17.51	13.39	22.79
LOC110754682	18.91	18.8	8.78	15.13
LOC110754716	59.86	63.9	32.84	53.9
LOC110755197	32.45	33.06	14.85	24.3
LOC110755298	4.58	4.65	2.53	4.63
LOC110755423	22.32	22.45	18.19	23.09
LOC110755480	9.02	10.97	8.99	12.31
LOC110755481	1.91	1.95	0.62	0.91
LOC110755484	1.39	1.34	1.12	1.78
LOC110755790	5.92	5.78	3.6	6.25
LOC110755884	18.16	17.89	8.39	13.79
LOC110755956	15.04	13.91	13.01	11.94
LOC110755983	1.02	1.06	1.11	1.4
LOC110756024	0.91	1.04	2.77	4.66
LOC110756198	43.23	46.66	27.48	49.89
LOC110756275	0.05	0.37	0.04	0.4
LOC110756314	0.19	0.17	0.0	0.0
LOC110756516	0.0	0.0	0.0	0.0
LOC110756539	742.38	847.44	795.89	1072.27
LOC110756549	1.48	1.55	0.24	0.93
LOC110756627	1.63	0.54	0.51	0.77
LOC110756780	0.96	1.1	0.5	1.3
LOC110756797	20.45	20.72	13.85	22.37
LOC110756917	79.09	75.69	81.64	90.9
LOC110756977	0.56	0.59	0.66	1.09
LOC110757023	14.02	12.91	12.19	17.88
LOC110757036	2.83	3.63	2.89	3.4
LOC110757128	11.44	11.36	7.61	12.35
LOC110757223	1.11	0.89	0.92	0.87
LOC110757325	8.38	9.39	5.92	8.09
LOC110757335	1.68	1.16	0.94	2.03
LOC110757376	0.0	0.0	0.81	1.8
LOC110757607	3.02	3.41	2.06	3.75
LOC110757653	2.21	2.0	1.21	2.32
LOC110757750	1.01	0.96	0.58	0.88
LOC110757807	1.36	1.74	0.99	2.05
LOC110757836	3.755	3.515	2.3600000000000003	4.505
LOC110757989	6.44	6.44	3.41	6.57
LOC110758201	23.06	21.86	10.81	16.42
LOC110758229	121.43	133.97	52.93	78.78
LOC110758239	10.12	9.32	6.46	10.71
LOC110758242	0.92	0.4	0.17	0.38
LOC110758358	4.98	4.04	2.65	5.45
LOC110758444	2.21	2.26	1.5	2.97
LOC110758526	3.91	4.54	3.11	4.01
LOC110758570	0.34	0.47	0.28	0.32
LOC110758580	2.91	3.14	2.44	3.87
LOC110758593	3.66	3.99	2.35	4.62
LOC110758664	38.79	42.4	22.3	36.84
LOC110758768	146.31	135.53	145.23	144.26
LOC110758892	64.09	75.39	31.27	42.09
LOC110758900	13.26	12.27	8.5	14.13
LOC110758986	51.26	58.58	56.67	66.5
LOC110758998	4.5	4.71	2.87	5.37
LOC110759020	0.11	0.23	0.13	0.6
LOC110759720	12.21	12.69	6.16	13.07
LOC110759748	3.27	2.94	1.38	2.76
LOC110759799	0.71	1.56	0.89	0.58
LOC110759834	2.01	1.83	1.16	2.62
LOC110759916	32.23	31.88	19.86	31.2
LOC110760004	8.75	8.29	6.69	9.97
LOC110760124	0.56	0.33	0.21	0.77
LOC110760140	6.58	6.96	5.51	8.28
LOC110760276	24.61	26.97	21.14	29.9
LOC110760382	32.24	32.11	24.85	34.28
LOC110760464	10.91	12.01	7.76	13.15
LOC110760524	6.61	6.87	5.88	8.33
LOC110760899	0.2	0.15	0.11	0.35
LOC110761077	5.65	6.36	3.11	5.01
LOC110761172	4.3	5.05	3.96	4.83
LOC110761185	32.36	34.44	24.75	37.38
LOC110761193	8.35	8.99	4.52	8.6
LOC110761435	8.94	9.04	5.91	8.04
LOC110761668	0.65	1.15	1.36	2.88
LOC110761752	0.74	0.81	1.33	1.49
LOC110761840	1.12	1.4	1.03	1.54
LOC110761853	1.07	0.94	0.75	0.95
LOC110762038	39.2	42.98	52.34	57.96
LOC110762063	270.74	266.59	231.1	266.53
LOC110762328	13.68	17.84	7.56	15.01
LOC110762331	15.79	15.82	14.15	20.76
LOC110762347	50.69	54.16	32.8	56.25
LOC110762382	11.53	12.11	10.66	16.5
LOC110762425	23.92	22.63	15.34	30.77
LOC110762615	0.14	0.0	0.17	0.36
LOC110762637	26.7	31.48	27.56	39.37
LOC110762682	58.68	61.8	40.44	51.37
LOC110762744	7.67	8.24	6.08	10.56
LOC110762866	4.9	4.17	2.47	4.7
LOC110762891	1.07	1.07	1.0	1.86
LOC110762974	52.31	57.38	43.17	67.44
LOC110762977	13.76	12.77	8.77	13.43
LOC110763099	4.52	3.36	1.93	3.79
LOC110763149	0.37	0.36	0.41	0.54
LOC110763426	0.14	0.51	0.36	0.0
LOC110763487	0.18	0.0	0.61	0.17
LOC110763547	22.94	24.88	9.92	15.07
LOC110763573	1.64	1.4	1.43	2.61
LOC110763757	6.63	7.87	6.31	9.14
LOC110764051	11.22	11.12	6.74	10.04
LOC110764140	3.05	2.53	3.16	4.38
LOC110764158	3.07	3.33	3.96	5.46
LOC110764196	10.83	14.21	12.27	15.14
LOC110764325	62.97	66.73	35.85	71.9
LOC110764396	31.93	31.81	16.24	24.94
LOC110764423	67.74	73.42	39.86	70.52
LOC110764553	0.12	0.25	0.38	0.23
LOC110764658	29.84	35.03	26.25	37.58
LOC110765084	0.69	0.78	0.22	0.75
LOC110765122	0.0	0.17	0.0	0.0
LOC110765332	4.65	6.26	2.38	4.72
LOC110765342	6.17	7.22	2.91	5.12
LOC110765477	6.36	6.8	6.49	9.77
LOC110765627	1.48	1.36	1.22	2.63
LOC110765805	1.44	0.88	0.95	1.44
LOC110765853	22.96	24.41	22.65	28.56
LOC110765865	3.03	2.79	1.87	3.74
LOC110766082	6.83	7.78	7.49	10.57
LOC110766123	6.35	6.11	3.0	5.44
LOC110766293	5.25	5.14	4.44	7.23
LOC110766392	4.1	3.98	2.44	4.58
LOC110766397	3.39	2.78	2.59	4.49
LOC110766598	5.35	5.64	3.93	6.37
LOC110766622	6.42	7.52	3.46	5.79
LOC110766697	7.19	5.73	3.94	6.82
LOC110766760	1.77	2.25	0.94	1.95
LOC110766762	0.38000000000000006	0.56	0.7233333333333333	1.13
LOC110766805	5.37	6.33	3.96	6.72
LOC110766850	0.29	0.2	0.67	0.86
LOC110766880	11.11	9.83	4.65	8.47
LOC110767065	8.42	8.47	5.54	8.7
LOC110767288	3.81	3.68	2.6	4.62
LOC110767296	113.08	118.28	23.67	46.62
LOC110767344	12.91	11.21	7.95	10.2
LOC110767371	18.37	18.04	12.19	15.76
LOC110767554	1.37	0.0	0.0	0.85
