Gene	WT-1_FPKM	WT-2_FPKM	Toluene-1_FPKM	Toluene-2_FPKM
LOC110767708	11.36	11.35	6.34	10.74
LOC110767849	7.71	8.08	3.98	7.87
LOC110768250	11.91	13.08	8.75	17.84
LOC110768334	7.92	7.96	4.01	5.47
LOC110768386	17.08	18.71	19.75	31.01
LOC110768390	40.86	44.36	25.66	46.09
LOC110768427	40.37	45.49	67.97	89.48
LOC110768571	9.48	11.21	9.5	9.67
LOC110768615	4.21	3.95	1.79	3.93
LOC110768636	1.84	1.73	0.88	1.75
LOC110768677	1.75	1.51	0.79	1.54
LOC110768965	1.81	2.27	3.24	4.79
LOC110768988	1.92	1.94	1.22	2.47
LOC110769114	56.35	56.76	53.62	70.83
LOC110769217	0.48	0.29	0.03	0.26
LOC110769282	9.5	9.34	3.84	7.3
LOC110769437	5.75	5.62	4.37	7.2
LOC110769545	66.08	73.55	76.23	82.39
LOC110769614	5.07	5.36	4.06	7.7
LOC110769849	1.83	1.99	1.72	2.07
LOC110769899	0.0	0.0	0.9	1.19
LOC110770052	4.91	4.61	2.49	5.53
LOC110770279	2.64	3.49	1.1	2.91
LOC110770595	4.56	5.35	3.01	5.02
LOC110770670	0.31	0.5	0.0	0.03
LOC110770839	1.68	1.33	0.66	1.41
LOC110770873	9.27	8.94	7.83	9.7
LOC110771018	3.82	3.76	3.73	6.03
LOC110771376	0.0	0.48	0.0	0.0
LOC110771473	1.6	1.14	0.61	1.15
LOC110771495	23.44	26.57	19.15	27.9
LOC110771571	30.17	28.91	10.39	18.64
LOC110771642	6.04	6.88	4.12	7.22
LOC110771713	16.1	14.49	15.0	20.29
LOC110771730	0.86	0.79	0.58	1.08
LOC110771888	13.27	13.19	6.55	11.08
LOC110771958	4.05	4.08	2.42	3.71
LOC110772026	9.88	9.89	6.46	8.88
LOC110772027	19.83	23.73	15.97	15.85
LOC110772269	1.5	1.1	0.65	1.4
LOC110772353	0.0	0.29	0.0	0.91
LOC110772367	5.24	4.66	7.35	11.83
LOC110772462	42.77	45.88	27.2	46.62
LOC110772474	0.37	0.75	0.35	0.31
LOC110772544	0.42	0.56	0.37	0.72
LOC110772574	1.96	2.19	1.28	2.73
LOC110772595	0.31	0.36	0.17	0.54
LOC110772753	15.66	18.88	17.35	18.63
LOC110772909	75.57	77.89	30.99	51.81
LOC110772950	0.11	0.2	0.0	0.76
LOC110773086	0.65	0.7	0.13	0.37
LOC110773216	2.04	1.79	0.74	1.7
LOC110773319	9.51	10.36	3.49	6.6
LOC110773373	0.25	0.36	0.14	0.0
LOC110773389	9.17	8.91	4.58	8.2
LOC110773529	30.05	40.98	34.5	38.4
LOC110773672	12.19	12.32	6.87	12.15
LOC110773712	0.49	0.43	0.0	0.37
LOC110773813	1.72	1.76	0.99	1.92
LOC110773819	5.0	5.68	4.39	6.59
LOC110773902	43.13	45.82	28.24	44.38
LOC110774045	3.11	3.76	2.07	4.33
LOC110774164	14.37	14.28	10.98	19.67
LOC110774459	1.18	1.62	0.58	1.04
LOC110774491	287.59	304.61	185.38	294.43
LOC110774582	32.53	36.1	31.38	44.91
LOC110774615	2.56	3.37	2.1	3.92
LOC110774616	41.3	43.41	32.34	48.91
LOC110775058	2.08	2.89	4.2	6.92
LOC110775359	0.5	0.76	0.35	0.42
LOC110776799	110.04	113.53	107.05	130.47
LOC110780600	0.22	0.38	1.89	1.53
LOC110782021	0.07	0.09	0.24	0.64
LOC110782324	1.7	2.13	2.82	3.91
LOC110782420	101.73	88.62	67.02	121.7
LOC110783101	11.19	14.67	12.78	16.93
LOC110783109	4.1	5.27	3.15	5.95
LOC110784266	27.16	30.19	16.27	18.28
LOC110784285	4.62	3.91	5.51	5.7
LOC110784385	0.68	0.12	0.0	0.26
LOC110785004	1.21	1.48	1.09	1.6
LOC110785765	11.34	12.8	7.27	13.03
LOC110786291	0.56	0.5	0.86	0.68
LOC110786407	41.62	44.22	29.94	38.49
LOC110786621	1.31	1.36	0.34	0.51
LOC110786978	0.88	0.64	0.23	0.44
LOC110787421	59.2	67.48	87.95	104.39
LOC110787522	168.69	192.53	185.21	211.91
LOC110788896	1.82	2.31	0.97	1.51
LOC110789358	8.36	9.49	6.21	10.16
LOC110789884	3.12	4.38	3.54	6.16
LOC110789892	0.2	0.22	0.2	0.16
LOC110789913	0.36	0.16	0.0	0.17
LOC110790076	5.94	5.72	4.66	7.07
LOC110790236	23.07	22.39	15.75	27.66
LOC110790701	0.71	1.73	0.15	1.34
LOC110790727	1.01	0.0	0.21	0.0
LOC110790820	0.3	0.35	0.75	0.57
LOC110792476	0.3	0.45	0.11	0.16
LOC110792937	0.0	0.14	0.39	0.29
LOC110792994	3.02	5.2	0.46	3.11
LOC110793308	7.02	7.05	4.33	5.63
LOC110793857	0.0	0.95	0.0	0.0
LOC110794339	1.08	1.09	2.24	2.54
LOC110794554	0.0	0.0	0.0	0.0
LOC110794838	6.45	11.72	17.85	23.57
LOC110795938	15.58	16.99	13.19	19.54
LOC110796328	14.2	12.41	7.59	11.86
LOC110797839	0.63	0.0	1.05	0.59
LOC110797901	32.68	34.68	20.32	34.25
LOC110798058	14.07	15.18	13.65	21.18
LOC110799180	4.05	3.91	6.15	7.85
LOC110799232	0.67	0.46	0.33	0.93
LOC110800123	0.72	0.68	0.35	0.57
LOC110801055	0.21	0.38	0.0	0.61
LOC110801194	6.31	7.61	4.84	6.89
LOC110801968	11.28	11.87	4.46	7.87
LOC110802098	0.16	0.4	0.06	0.26
LOC110802224	0.9	0.93	2.97	3.37
LOC110802374	0.19	0.14	0.21	0.62
LOC110802966	1.8	1.93	0.97	1.93
LOC110803511	0.36	0.0	0.9	0.45
LOC110803656	0.05	0.21	0.08	0.28
LOC110803821	10.41	6.69	7.2	7.52
LOC110804132	0.0	0.56	0.75	0.0
LOC110804653	17.8	18.4	3.47	3.98
LOC110804961	31.88	32.24	2.17	2.97
LOC110805026	0.0	0.0	0.61	0.0
LOC110805644	0.62	0.89	0.06	0.04
LOC110805733	1.97	2.12	1.24	1.86
LOC110805892	27.84	26.9	46.46	64.01
LOC110806394	0.24	0.14	0.0	0.37
LOC110806499	5.21	5.07	3.59	5.07
LOC110806579	41.85	47.02	33.47	43.87
LOC110806598	38.24	40.72	28.84	49.55
LOC110806652	3.09	3.28	2.32	4.25
LOC110806775	0.63	0.4	0.8	1.29
LOC110807002	3.52	3.9	3.96	5.5
LOC110807230	0.0	0.27	0.19	0.22
LOC110807378	7.18	8.28	5.94	9.06
LOC110807470	3.83	3.88	2.68	3.83
LOC110807548	6.42	7.97	4.72	11.28
LOC110807732	0.1	0.77	0.0	0.0
LOC110808087	1.6	1.75	0.71	1.7
LOC110808132	3.57	4.99	2.22	2.83
LOC110808295	1.13	0.33	0.0	0.0
LOC110808396	4.81	5.14	0.85	1.54
LOC110808425	18.46	17.64	11.47	17.59
LOC110808528	2.34	2.42	1.72	2.72
LOC110808573	7.62	7.6	4.98	8.25
LOC110809035	28.78	31.73	44.83	47.91
LOC110809185	0.35	0.71	0.47	0.71
LOC110809289	12.36	12.9	8.66	13.94
LOC110809408	20.27	19.78	13.4	21.41
LOC110809520	8.65	8.62	6.97	9.99
LOC110809655	0.0	0.0	0.0	1.16
LOC110809790	9.75	9.47	6.01	9.68
LOC110810195	0.91	1.2	1.18	1.93
LOC110810269	9.16	8.66	7.65	8.63
LOC110810415	0.7	0.0	0.0	0.0
LOC110810445	1.45	1.6849999999999998	1.5899999999999999	2.6350000000000002
LOC110810489	113.93	121.53	175.5	196.65
LOC110810639	5.4	6.13	2.89	5.74
LOC110810696	48.4	48.0	34.25	48.85
LOC110810700	13.92	13.09	10.005	13.97
LOC110810710	0.16	0.44	0.16	0.05
LOC110810817	1.65	1.88	1.45	2.81
LOC110810892	0.85	0.0	2.14	1.58
LOC110810893	65.75	69.07	71.16	86.49
LOC110811051	6.83	5.77	2.68	5.51
LOC110811106	8.12	7.03	2.77	5.34
LOC110811116	0.32	0.28	0.0	0.05
LOC110811215	29.04	33.01	24.09	42.68
LOC110811257	0.0	0.29	0.0	0.3
LOC110811265	1.99	2.92	1.71	1.6
LOC110811271	2.01	1.57	2.32	3.47
LOC110811411	0.0	0.0	0.0	0.38
LOC110811779	0.42	0.53	0.19	0.27
LOC110811889	12.31	12.39	16.93	17.74
LOC110811900	4.08	4.16	2.45	4.51
LOC110811950	0.59	0.39	0.34	0.49
LOC110811977	0.9	0.59	0.47	0.37
LOC110812127	1.71	2.23	0.71	3.08
LOC110812153	5.03	4.89	2.95	4.4
LOC110812458	1430.23	1552.06	898.12	1049.2
LOC110812560	3.97	4.94	2.9	4.98
LOC110812617	0.6	0.63	0.17	0.71
LOC110812728	0.27	0.23	0.3	0.36
LOC110812828	8.98	8.3	4.98	8.92
LOC110812851	1.14	1.18	0.97	1.17
LOC110813708	0.0	0.12	0.46	0.0
LOC110813868	4.16	4.62	2.17	3.87
LOC110814088	124.02	135.1	209.24	245.38
LOC110814103	10.82	11.16	13.39	18.35
LOC110814263	0.0	0.0	0.0	0.21
LOC110814348	0.83	0.59	0.1	0.24
LOC110814500	36.27	36.94	35.47	43.75
LOC110814550	2.43	2.54	0.63	1.72
LOC110814590	0.0	0.0	0.0	0.0
LOC110814665	0.25	0.14	0.41	0.39
LOC110814786	1.1	1.28	0.87	1.66
LOC110814853	0.59	0.74	0.4	0.79
LOC110815142	17.72	17.44	14.09	15.685
LOC110815199	26.92	28.28	19.06	26.85
LOC110815200	5.65	6.09	1.54	3.26
LOC110815290	0.0	0.81	0.61	1.21
LOC110815333	0.26	0.11	0.29	0.5
LOC110815408	0.38	0.15	0.24	0.37
LOC110815577	2.775	2.73	2.945	3.35
LOC110815672	2.95	2.56	1.81	3.72
LOC110815709	0.04	0.27	0.18	0.21
LOC110815778	6.51	7.49	5.58	9.94
LOC110815892	1.0	1.11	0.99	1.7
LOC110815918	0.6	0.58	0.28	0.44
LOC110816036	6.09	6.27	2.41	5.61
LOC110816093	5.51	6.14	3.48	5.4
LOC110816111	0.0	0.36	0.0	0.75
LOC110816298	0.0	0.69	0.0	0.0
LOC110816436	0.0	0.49	0.0	0.0
LOC110816438	9.08	9.73	7.42	12.61
LOC110816469	14.58	16.23	7.49	12.54
LOC110816585	9.07	7.85	1.82	4.83
LOC110816644	2.16	2.2	2.02	2.85
LOC110816829	5.35	6.83	8.5	10.48
LOC110817177	0.05	0.08	0.49	0.19
LOC110817179	3.47	4.18	1.98	4.56
LOC110817185	41.38	44.37	27.93	39.74
LOC110817496	0.0	0.0	0.0	0.0
LOC110817515	1.97	1.56	1.29	2.32
LOC110817533	4.47	4.34	3.26	4.9
LOC110817619	10.41	10.72	9.45	10.69
LOC110817638	29.3	31.54	28.45	43.71
LOC110817812	13.19	13.26	6.09	9.79
LOC110817933	0.1	0.49	0.13	0.82
LOC110817945	1.57	1.68	1.52	2.46
LOC110818013	5.85	6.66	25.45	36.67
LOC110818065	3.34	2.66	0.62	1.48
LOC110818161	6.84	8.94	5.37	9.25
LOC110818193	19.17	17.51	15.99	18.56
LOC110818281	57.83	59.33	10.56	19.66
LOC110818591	4.0	4.37	2.89	3.32
LOC110818694	176.14	175.16	126.34	240.78
LOC110818706	9.24	10.69	8.42	13.78
LOC110818791	0.6	0.55	0.06	0.17
LOC110818941	23.37	27.61	18.0	28.32
LOC110819022	0.74	0.79	2.03	2.0
LOC110819265	1.06	0.32	0.0	0.0
LOC110819266	0.31	0.3	0.24	0.47
LOC110819269	4.56	5.15	2.76	5.25
LOC110819317	32.06	34.66	31.73	42.66
LOC110819345	1.31	1.86	1.4	0.94
LOC110819369	0.22	0.38	0.0	0.21
LOC110819647	0.86	0.46	2.38	2.45
LOC110819674	0.16666666666666666	0.35000000000000003	0.16	0.5566666666666666
LOC110819776	8.39	10.45	6.25	11.59
LOC110819963	40.39	41.39	21.37	39.31
LOC110820006	0.35	0.32	0.38	0.81
LOC110820018	7.96	9.93	8.57	11.06
LOC110820094	0.46	0.0	0.0	0.0
LOC110820123	12.41	11.47	17.06	22.81
LOC110820134	0.41	0.27	0.17	0.39
LOC110820144	10.15	10.73	4.13	7.62
LOC110820483	132.01	153.6	87.78	125.2
LOC110820559	0.16	0.31	0.25	0.26
LOC110820685	5.3	6.02	4.57	6.53
LOC110820813	0.0	0.67	0.1	0.24
LOC110821072	15.07	14.15	12.6	19.59
LOC110821218	71.9	80.31	95.92	96.22
LOC110821703	0.39	1.05	0.0	0.37
LOC110821778	21.98	22.59	17.19	28.42
LOC110821844	125.8	131.1	131.03	150.53
LOC110821856	1.8	2.29	1.04	2.23
LOC110821903	5.45	5.92	2.24	3.86
LOC110821904	5.07	5.71	4.37	6.9
LOC110821921	0.77	0.0	0.0	0.0
LOC110822040	9.46	9.84	6.04	10.01
LOC110822044	5.56	4.96	2.21	3.52
LOC110822083	8.08	10.9	7.89	10.7
LOC110822127	1.76	2.08	1.31	1.87
LOC110822275	1.6	1.58	1.34	1.83
LOC110822300	24.44	26.31	20.77	36.46
LOC110822375	3.62	4.16	5.21	6.44
LOC110822416	15.46	14.96	4.19	8.73
LOC110822420	35.37	40.9	34.57	42.15
LOC110822487	21.33	23.28	11.22	14.32
LOC110822531	7.25	8.74	9.14	10.54
LOC110822723	11.23	12.83	13.81	13.85
LOC110822749	0.0	0.0	0.0	0.0
LOC110822933	12.14	6.7	6.5	13.6
LOC110822952	0.75	1.13	1.67	1.77
LOC110822977	49.11	47.92	10.99	21.84
LOC110823123	11.05	11.94	3.74	6.42
LOC110823203	13.1	14.81	8.67	15.29
LOC110823210	0.88	0.65	0.12	0.28
LOC110823330	10.06	15.0	12.45	20.64
LOC110823454	34.96	36.07	30.43	42.36
LOC110823460	6.02	4.52	0.84	3.32
LOC110823539	18.875	21.509999999999998	11.56	15.2
LOC110823603	1.27	1.46	0.76	1.63
LOC110823717	25.47	26.46	12.13	21.43
LOC110823885	5.75	7.39	3.09	6.82
LOC110823917	0.8	2.01	0.49	1.04
LOC110824632	0.0	0.0	0.0	0.0
LOC110825207	26.98	28.21	21.17	35.73
LOC110825263	0.99	0.55	1.23	1.86
LOC110825732	3.79	4.0	2.52	2.82
LOC110825816	12.22	15.07	5.83	10.24
LOC110825986	5.68	6.35	6.44	12.16
LOC110826270	5.69	6.74	5.92	9.72
LOC110826429	3.06	3.1	2.02	4.15
LOC110827637	0.0	0.0	0.0	1.14
LOC110843053	0.0	0.07	0.35	0.0
LOC110853710	0.0	0.0	2.74	0.0
LOC110863749	4.71	3.62	5.66	6.12
LOC110863881	42.41	44.69	24.45	33.5
LOC110864534	0.52	0.74	0.41	0.91
LOC110864683	0.39	0.27	0.06	0.22
LOC110864748	9.3	7.01	4.24	8.21
LOC110864774	21.56	19.55	4.55	11.28
LOC110864899	5.32	5.53	3.3	6.1
LOC110865498	6.56	8.68	0.49	1.41
LOC110865541	1.68	2.03	1.19	1.91
LOC110865616	66.84	68.74	44.91	63.63
LOC110865769	22.66	24.97	17.29	24.71
LOC110865815	6.99	8.03	6.79	10.84
LOC110867780	0.63	0.78	0.23	0.95
LOC110868265	1.3	0.72	0.68	1.35
LOC110868322	0.13	0.51	0.92	1.04
LOC110868405	22.87	22.97	25.02	27.54
LOC110868727	12.18	13.15	11.02	17.64
LOC110871942	3.53	2.9	4.21	5.58
LOC110872038	4.11	4.41	9.35	11.99
LOC110872054	16.13	17.09	14.47	19.53
LOC110872080	7.59	6.77	3.97	6.05
LOC110872372	76.24	85.46	14.58	23.53
LOC110872482	20.13	22.72	17.53	18.04
LOC110872624	0.0	0.1	0.0	0.0
LOC110872674	46.59	49.48	37.72	46.38
LOC110872680	0.59	0.42	0.35	0.59
LOC110872693	329.32	344.3	130.81	162.16
LOC110873010	3.91	5.28	3.0	3.88
LOC110873031	4.51	4.58	1.19	2.88
LOC110873322	1.17	1.5	2.32	2.38
LOC110873405	7.88	7.52	6.36	8.27
LOC110873410	0.1	0.15	0.09	0.07
LOC110873874	24.68	24.84	19.9	24.85
LOC110873882	4.92	4.95	1.34	2.6
LOC110874680	56.585	55.355	54.42	67.83
LOC110875354	26.59	21.64	36.9	44.64
LOC110877308	11.23	12.23	8.11	13.73
LOC110877325	0.0	0.0	0.0	1.57
LOC110877420	2.75	2.88	5.0	9.16
LOC110877876	5.69	5.55	1.62	4.76
LOC110877926	143.2	163.45	181.48	197.81
LOC110878118	37.52	38.37	23.35	36.19
LOC110878211	39.66	43.97	44.34	43.02
LOC110878216	69.25	68.09	67.12	114.85
LOC110878914	0.55	0.32	0.0	0.0
LOC110878926	0.39	0.14	1.51	1.42
LOC110878933	1.31	2.0	1.57	1.9
LOC110879395	9.28	10.3	8.8	12.65
LOC110879729	2.01	2.49	2.46	2.68
LOC110879851	0.34	0.35	0.38	0.41
LOC110879856	6.55	7.62	5.3	6.75
LOC110879901	148.3	176.67	144.55	187.28
LOC110880093	0.95	0.0	0.0	0.0
LOC110880117	6.06	6.65	3.74	5.59
LOC110880153	12.93	13.71	13.14	17.06
LOC110880206	28.45	29.0	21.77	30.77
LOC110881025	0.0	2.51	0.0	1.31
LOC110884098	12.81	13.41	7.72	11.86
LOC110884196	0.2	0.17	0.21	0.61
LOC110884343	5.14	4.77	2.61	6.35
LOC110885018	0.4	0.25	0.06	0.28
LOC110885195	0.0	0.0	0.6	0.0
LOC110885410	7.52	7.47	5.7	8.99
LOC110885516	0.58	0.82	0.29	1.33
LOC110885982	116.73	127.14	19.97	17.41
LOC110886027	0.54	0.5	0.22	0.49
LOC110886135	62.81	65.35	58.46	77.07
LOC110886230	6.275	5.655	4.49	8.465
LOC110886281	40.75	44.07	25.83	34.45
LOC110886398	35.16	34.28	13.72	19.15
LOC110886465	10.97	11.72	8.58	10.18
LOC110886981	8.02	8.545	4.865	6.68
LOC110889059	139.6	146.68	101.92	149.36
LOC110889440	0.88	0.62	0.89	0.88
LOC110889577	31.85	35.13	12.02	14.28
LOC110889907	68.14	71.59	52.98	70.91
LOC110889914	0.0	0.0	0.0	0.0
LOC110890165	12.06	10.83	9.46	14.78
LOC110890491	1.73	1.06	0.55	0.63
LOC110890832	21.53	21.49	21.28	25.23
LOC110891030	27.39	26.8	14.41	22.91
LOC110891320	3.81	3.89	2.26	3.3
LOC110891696	0.28	0.0	0.0	0.26
LOC110893666	0.21	0.56	0.0	0.0
LOC110893740	8.09	9.13	5.95	9.07
LOC110893862	0.61	0.34	0.28	0.66
LOC110894165	0.83	0.55	0.52	1.18
LOC110894408	1.04	0.86	6.97	12.61
LOC110894572	4.03	5.16	1.32	3.68
LOC110894795	33.23	35.55	43.89	45.78
LOC110894902	10.3	10.85	1.23	2.11
LOC110895111	10.21	11.25	6.64	11.12
LOC110895905	44.83	48.39	34.1	40.64
LOC110895930	31.43	28.72	30.6	52.57
LOC110897516	5.79	5.58	3.46	5.19
LOC110897558	14.9	18.03	19.63	20.99
LOC110897852	29.41	32.59	59.9	68.62
LOC110897930	0.16	0.0	0.0	0.15
LOC110898044	0.27	0.33	0.15	0.28
LOC110898129	4.76	5.07	2.73	5.48
LOC110898555	0.0	0.54	0.0	0.28
LOC110898682	0.0	0.0	0.0	0.0
LOC110899265	96.47	114.71	96.78	99.37
LOC110899490	2.44	2.5	1.37	1.81
LOC110899559	0.5	0.0	0.0	0.32
LOC110899674	0.6799999999999999	0.71	0.565	0.54
LOC110899804	29.72	30.01	31.4	35.63
LOC110899992	0.12	0.45	0.14	0.65
LOC110900225	62.62	69.22	23.66	39.87
LOC110901324	0.78	0.47	0.09	0.09
LOC110903758	14.86	16.67	15.95	26.68
LOC110903910	23.28	22.56	11.53	13.94
LOC110904168	0.13	0.27	0.48	0.88
LOC110904530	5.31	4.41	0.46	0.8
LOC110904624	1.39	1.54	1.1	2.61
LOC110904630	2.35	2.25	0.43	1.12
LOC110904766	0.32	0.4	0.25	0.29
LOC110905065	0.0	0.0	0.95	0.53
LOC110905086	0.46	0.81	0.0	0.29
LOC110905170	0.22	0.26	0.15	0.46
LOC110908627	115.51	119.45	80.67	111.96
LOC110908661	0.54	0.49	0.91	1.52
LOC110908712	37.66	36.68	13.97	23.14
LOC110908821	0.17	0.62	0.0	0.0
LOC110909022	750.91	763.85	243.6	394.99
LOC110909117	2.36	3.03	1.41	2.7
LOC110909534	3.3	3.47	5.07	6.36
LOC110909846	4.6	4.1	2.83	4.2
LOC110910764	0.0	0.12	0.0	0.32
LOC110911160	84.03	85.71	55.97	83.39
LOC110911196	5.96	7.17	2.27	4.08
LOC110911833	0.0	0.37	0.17	0.0
LOC110912686	8.51	9.22	9.1	10.46
LOC110914430	0.2	0.35	0.36	0.47
LOC110915007	22.08	25.38	16.77	23.41
LOC110915010	7.02	7.37	3.95	6.49
LOC110915355	31.19	28.4	19.97	25.53
LOC110915402	20.41	22.93	18.93	27.82
LOC110915731	1.66	1.67	0.3	0.11
LOC110916554	6.47	6.95	4.4	9.05
LOC110916588	5.75	6.53	5.92	7.43
LOC110916634	0.39	0.45	0.35	0.44
LOC110916988	34.7	35.49	23.68	38.93
LOC110917592	0.51	1.0	0.94	1.46
LOC110917909	3.38	4.47	4.43	8.1
LOC110918084	14.54	15.74	7.8	15.6
LOC110918363	12.37	12.98	5.8	10.57
LOC110918835	0.58	0.78	0.69	0.6
LOC110920160	4.77	5.78	3.85	7.59
LOC110920923	98.89	106.71	73.0	99.23
LOC110921970	10.99	10.94	10.89	15.82
LOC110922894	1.45	1.43	0.96	1.52
LOC110925759	4.45	4.74	3.48	5.33
LOC110926012	9.92	10.45	4.65	8.02
LOC110926104	30.07	28.29	23.38	42.55
LOC110926407	6.94	8.05	2.88	6.81
LOC110926435	0.27	0.71	0.0	0.25
LOC110926442	10.0	10.22	5.99	11.63
LOC110926470	107.58	114.77	96.4	137.0
LOC110928788	1.14	0.97	1.14	2.21
LOC110928789	0.56	1.61	0.13	0.83
LOC110929139	8.33	8.97	4.1	6.4
LOC110929209	5.71	6.12	4.3	6.83
LOC110929313	0.19	1.71	1.77	2.74
LOC110929725	0.28	0.18	0.06	0.4
LOC110930245	24.78	29.68	16.35	24.91
LOC110930749	4.17	5.31	3.78	5.75
LOC110932837	0.18	0.34	0.46	0.92
LOC110935446	0.0	3.72	1.74	3.85
LOC110936042	3.47	3.34	3.98	5.6
LOC110936156	28.93	23.42	24.33	33.79
LOC110936602	0.0	0.0	0.0	0.49
LOC110936782	0.39	0.17	0.16	0.46
LOC110937152	24.005000000000003	26.345	6.22	11.385
LOC110937787	0.59	0.64	0.56	0.88
LOC110937860	56.7	63.36	48.95	86.28
LOC110939594	24.38	22.62	9.43	17.49
LOC110940106	3.76	4.45	2.12	3.96
LOC110940196	0.0	0.0	0.41	0.0
LOC110940422	23.66	24.58	17.87	22.95
LOC110940430	6.4	8.38	2.06	5.84
LOC110940714	2.85	2.61	0.35	1.4
LOC110940821	35.27	40.61	38.8	44.44
LOC110940988	12.5	13.09	9.9	12.98
LOC110941215	43.17	51.03	56.11	58.38
LOC110942178	11.8	12.61	7.84	10.8
LOC110942394	32.16	33.56	19.28	35.93
LOC110942952	12.64	10.05	6.4	8.02
LOC110943205	0.22	0.44	0.32	0.58
LOC110943671	0.18	0.0	0.59	0.84
LOC110976256	0.0	1.01	0.0	0.0
LOC110996746	0.0	0.0	0.3	1.01
LOC110999688	0.0	0.0	1.96	7.64
LOC111003506	0.14	0.25	1.3	1.88
LOC111004848	12.04	12.23	10.51	14.65
LOC111004906	0.62	0.65	0.18	0.6
LOC111005168	1.64	1.03	0.31	0.76
LOC111005513	0.59	0.32	0.1	0.38
LOC111005637	1.71	2.09	1.94	3.14
LOC111005893	14.5	16.63	8.66	14.54
LOC111005979	16.48	15.38	2.54	6.07
LOC111006796	11.68	11.95	4.86	8.09
LOC111006954	0.43	0.45	0.0	0.13
LOC111007103	11.82	11.96	7.89	9.66
LOC111007406	30.94	30.07	12.82	19.21
LOC111007626	0.26	0.17	0.57	0.61
LOC111007790	0.4	0.1	0.24	0.6
LOC111008041	12.59	12.82	17.45	18.74
LOC111008451	3.21	3.5	4.51	3.91
LOC111008508	3.7	3.77	1.74	2.8
LOC111008519	0.48	0.85	1.79	4.94
LOC111009142	4.01	3.7	3.17	5.2
LOC111009147	19.55	21.1	22.28	32.84
LOC111009178	0.24	0.17	0.87	0.96
LOC111009371	1.5	1.9000000000000001	1.875	2.075
LOC111009452	0.0	0.0	0.0	0.0
LOC111009551	4.57	5.86	5.36	6.81
LOC111009696	0.0	0.42	0.0	0.66
LOC111009697	2.28	2.27	1.64	2.87
LOC111009986	67.69	64.43	37.35	52.07
LOC111009989	2.48	3.5	6.11	8.99
LOC111010148	19.18	19.9	13.87	23.5
LOC111010597	0.07	0.42	0.17	0.13
LOC111010628	3.57	3.92	2.69	5.75
LOC111010685	0.21	0.06	0.11	0.19
LOC111011239	0.16	0.58	0.27	0.31
LOC111011477	10.4	12.16	7.36	10.97
LOC111011495	2.6	2.57	0.65	2.26
LOC111011525	0.0	0.17	0.0	0.0
LOC111011546	161.62	176.66	151.65	198.42
LOC111011552	0.0	0.64	0.0	0.28
LOC111011650	0.99	0.85	0.56	1.67
LOC111011820	0.29	0.26	0.25	0.07
LOC111012094	0.18	0.23	0.42	0.39
LOC111012226	93.56	93.94	75.3	120.35
LOC111012334	3.47	3.7	1.99	3.15
LOC111013158	152.93	156.28	85.32	112.61
LOC111013651	3.52	3.25	2.4	2.88
LOC111013839	0.0	0.92	0.0	0.39
LOC111014080	3.25	3.57	4.21	5.87
LOC111014360	2.16	2.87	1.02	2.34
LOC111014597	8.14	8.87	4.82	9.72
LOC111015075	5.04	6.095	4.385	5.6
LOC111015327	1.26	1.14	0.54	1.5
LOC111015424	0.45	0.13	0.25	0.28
LOC111016181	4.56	6.54	2.97	7.41
LOC111016454	0.99	0.74	0.49	1.0
LOC111016492	1.91	1.83	1.15	2.27
LOC111016599	0.0	0.49	0.0	0.52
LOC111016684	85.86	94.74	35.15	48.85
LOC111017153	44.22	44.14	41.37	51.24
LOC111017160	24.94	21.94	9.11	23.25
LOC111017214	5.53	6.33	2.68	4.92
LOC111017866	0.48	0.16	0.31	0.35
LOC111018336	1.41	1.56	0.88	3.65
LOC111018658	68.43	75.36	74.34	103.56
LOC111018758	4.99	6.3	1.54	1.96
LOC111018764	0.9	0.9	0.55	0.85
LOC111018766	4.5	4.68	3.28	5.61
LOC111018977	0.35	0.5	0.3	0.53
LOC111019198	50.98	57.85	42.81	59.79
LOC111019385	10.85	12.83	6.03	10.0
LOC111019576	0.89	1.07	0.75	1.31
LOC111019718	7.31	6.91	8.96	15.89
LOC111019756	0.69	0.0	0.19	0.54
LOC111019802	24.93	30.19	49.05	48.57
LOC111019966	27.31	25.96	26.38	36.88
LOC111020015	11.01	11.43	10.75	19.64
LOC111020324	3.42	3.34	1.6	3.42
LOC111021272	8.78	8.77	4.44	7.58
LOC111021316	1.75	1.45	1.07	1.57
LOC111021318	9.85	10.82	6.24	9.84
LOC111021418	10.44	10.68	6.5	11.27
LOC111021468	5.38	6.91	6.18	7.42
LOC111021494	8.94	9.43	4.47	8.33
LOC111021902	8.84	12.08	11.81	13.73
LOC111022008	4.8	6.06	0.75	2.72
LOC111022063	2.94	2.95	1.85	3.76
LOC111022216	2.02	2.37	2.2	3.28
LOC111022338	0.42	0.0	0.21	0.16
LOC111022751	4.14	5.59	2.98	5.82
LOC111022852	0.71	0.25	0.12	0.13
LOC111022922	0.58	0.68	0.71	1.4
LOC111023240	0.47	0.1	0.59	1.22
LOC111023478	4.28	4.26	3.94	5.23
LOC111023898	0.31	0.27	1.0	0.71
LOC111024568	2.92	3.22	1.24	3.24
LOC111024996	28.95	28.66	10.36	15.52
LOC111025346	16.07	16.3	15.85	25.66
LOC111025383	60.18	61.4	19.87	34.56
LOC111025875	0.46	0.33	0.69	0.61
